text,label,label_text,text_clean
do i need to wait for my card before i get pin,38,get_physical_card,do i need to wait for my card before i get pin
what is this extra charge for a withdrawal?,19,cash_withdrawal_charge,what is this extra charge for a withdrawal?
What is the procedure of unblocking my PIN?,49,pin_blocked,what is the procedure of unblocking my pin?
"I need my card topped up,",62,topping_up_by_card,"i need my card topped up,"
My address needs to be changed.,30,edit_personal_details,my address needs to be changed.
I'm not sure why my card didn't work,25,declined_card_payment,i'm not sure why my card didn't work
What are the limitations on the disposable cards?,29,disposable_card_limits,what are the limitations on the disposable cards?
Is there a limit on how much I can top up?,60,top_up_limits,is there a limit on how much i can top up?
What is taking so long on my transfer from the US?,67,transfer_timing,what is taking so long on my transfer from the us?
My card payment has been declined,25,declined_card_payment,my card payment has been declined
My google top-up pay is not going through,2,apple_pay_or_google_pay,my google top-up pay is not going through
Is there any cost to change foreign money to local?,31,exchange_charge,is there any cost to change foreign money to local?
I transferred money but the balance did not update.,5,balance_not_updated_after_bank_transfer,i transferred money but the balance did not update.
How can I go about getting a disposable virtual card?,37,get_disposable_virtual_card,how can i go about getting a disposable virtual card?
I have withdrawn cash from the ATM but it is showing in my account as a pending transation. Why is this?,46,pending_cash_withdrawal,i have withdrawn cash from the atm but it is showing in my account as a pending transation. why is this?
The exchange rate for the money I took out in a foreign country is wrong.,76,wrong_exchange_rate_for_cash_withdrawal,the exchange rate for the money i took out in a foreign country is wrong.
"When my card expires soon, how fast is the replacement card sent and what are the costs?",9,card_about_to_expire,"when my card expires soon, how fast is the replacement card sent and what are the costs?"
What should I do when my card reaches its expiry date?,9,card_about_to_expire,what should i do when my card reaches its expiry date?
My card payment says pending and it hasn't changed,45,pending_card_payment,my card payment says pending and it hasn't changed
The ATM cancelled a transaction on me when I was trying to get some cash out.,26,declined_cash_withdrawal,the atm cancelled a transaction on me when i was trying to get some cash out.
I bought an item that I was charged a different exchange rate for.,17,card_payment_wrong_exchange_rate,i bought an item that i was charged a different exchange rate for.
"I don't know what's wrong with my card, but it has not worked at multiple places today.",14,card_not_working,"i don't know what's wrong with my card, but it has not worked at multiple places today."
The exchange rate for my withdrawal was wrong.,76,wrong_exchange_rate_for_cash_withdrawal,the exchange rate for my withdrawal was wrong.
When I was abroad the exchange rate for me was wrong.,76,wrong_exchange_rate_for_cash_withdrawal,when i was abroad the exchange rate for me was wrong.
What's up with the extra fee I got?,19,cash_withdrawal_charge,what's up with the extra fee i got?
My money is all gone. What ways are okay to add money to my account?,65,transfer_into_account,my money is all gone. what ways are okay to add money to my account?
Can I get information on topping up?,57,top_up_by_card_charge,can i get information on topping up?
MY transfer has still not appeared.,5,balance_not_updated_after_bank_transfer,my transfer has still not appeared.
Can I transfer money using a different currency?,50,receiving_money,can i transfer money using a different currency?
How do I cancel a transaction?,8,cancel_transfer,how do i cancel a transaction?
Can you provide information for freezing my card immediately?,41,lost_or_stolen_card,can you provide information for freezing my card immediately?
How do I activate my new card I just got?,0,activate_my_card,how do i activate my new card i just got?
